x,psi_pinn_n1,psi_exact_n1,psi_pinn_n2,psi_exact_n2,psi_pinn_n3,psi_exact_n3,psi_pinn_n4,psi_exact_n4,psi_pinn_n5,psi_exact_n5
0.298998569385,1.141478617801e+00,1.141501950704e+00,1.347724748767e+00,1.347720161599e+00,4.496096931592e-01,4.496908044726e-01,-8.168129334918e-01,-8.167903955133e-01,-1.413973649948e+00,-1.414038594816e+00
0.300429184549,1.145218033404e+00,1.145242564045e+00,1.343814400052e+00,1.343813657479e+00,4.314938194718e-01,4.315719927337e-01,-8.374326925201e-01,-8.374123445792e-01,-1.414116585839e+00,-1.414181424934e+00
0.301859799714,1.148934174978e+00,1.148960043843e+00,1.339795457309e+00,1.339798575441e+00,4.132993565309e-01,4.133747234748e-01,-8.577821907150e-01,-8.577636529885e-01,-1.413547594572e+00,-1.413610133312e+00
0.303290414878,1.152627148534e+00,1.152654315006e+00,1.335668623214e+00,1.335675239897e+00,3.950294012514e-01,3.951023048636e-01,-8.778548106284e-01,-8.778377434661e-01,-1.412266594906e+00,-1.412325008435e+00
0.304721030043,1.156297071806e+00,1.156325302913e+00,1.331434589712e+00,1.331443984004e+00,3.766870569468e-01,3.767580587299e-01,-8.976440040337e-01,-8.976281283298e-01,-1.410273657013e+00,-1.410326699257e+00
0.306151645207,1.159944045778e+00,1.159972933408e+00,1.327093988313e+00,1.327105149643e+00,3.582754498036e-01,3.583453199612e-01,-9.171433159755e-01,-9.171284115876e-01,-1.407569033069e+00,-1.407616214865e+00
0.307582260372,1.163568127536e+00,1.163597132812e+00,1.322647347975e+00,1.322659087382e+00,3.397977480859e-01,3.398674358967e-01,-9.363464094054e-01,-9.363322910043e-01,-1.404153215552e+00,-1.404194923979e+00
0.309012875536,1.167169308527e+00,1.167197827918e+00,1.318095066820e+00,1.318106156458e+00,3.212571829455e-01,3.213277657185e-01,-9.552470855309e-01,-9.552335601387e-01,-1.400027020964e+00,-1.400064554254e+00
0.310443490701,1.170747501669e+00,1.170774945991e+00,1.313437402084e+00,1.313446724738e+00,3.026570690482e-01,3.027296798413e-01,-9.738392953021e-01,-9.738261103493e-01,-1.395191692212e+00,-1.395227191411e+00
0.311874105866,1.174302539532e+00,1.174328414775e+00,1.308674480245e+00,1.308681168698e+00,2.840008225080e-01,2.840765592993e-01,-9.921171387849e-01,-9.921039327681e-01,-1.389649008484e+00,-1.389685278180e+00
0.313304721030,1.177834184266e+00,1.177858162492e+00,1.303806326351e+00,1.303809873386e+00,2.652919730171e-01,2.653717951318e-01,-1.010074851286e+00,-1.010061120244e+00,-1.383401387880e+00,-1.383441613073e+00
0.314735336195,1.181342148221e+00,1.181364117841e+00,1.298832908868e+00,1.298833232396e+00,2.465341668155e-01,2.466187877666e-01,-1.027706777647e+00,-1.027691869249e+00,-1.376451966265e+00,-1.376499348963e+00
0.316165951359,1.184826122566e+00,1.184846210004e+00,1.293754194112e+00,1.293751647831e+00,2.277311574918e-01,2.278209464020e-01,-1.045007338596e+00,-1.044990481757e+00,-1.368804636475e+00,-1.368861991498e+00
0.317596566524,1.188285809892e+00,1.188304368643e+00,1.288570202924e+00,1.288565530274e+00,2.088867827207e-01,2.089816883866e-01,-1.061970994957e+00,-1.061951367086e+00,-1.360464035787e+00,-1.360533397329e+00
0.319027181688,1.191720956081e+00,1.191738523904e+00,1.283281061860e+00,1.283275298757e+00,1.900049269332e-01,1.901044385986e-01,-1.078592216506e+00,-1.078569043698e+00,-1.351435476271e+00,-1.351517772161e+00
0.320457796853,1.195131376656e+00,1.195148606419e+00,1.277887041904e+00,1.277881380720e+00,1.710894723866e-01,1.711926288228e-01,-1.094865462112e+00,-1.094838140980e+00,-1.341724821600e+00,-1.341819668630e+00
0.321888412017,1.198516973560e+00,1.198534547304e+00,1.272388579322e+00,1.272384211983e+00,1.521442437155e-01,1.522496971267e-01,-1.110785176479e+00,-1.110753400974e+00,-1.331338323641e+00,-1.331443984004e+00
0.323319027182,1.201877739701e+00,1.201896278166e+00,1.266786275683e+00,1.266784236709e+00,1.331729532452e-01,1.332790872359e-01,-1.126345806567e+00,-1.126309680077e+00,-1.320282440665e+00,-1.320395957713e+00
0.324749642346,1.205213750435e+00,1.205233731098e+00,1.261080876872e+00,1.261081907367e+00,1.141791555272e-01,1.142842479075e-01,-1.141541837854e+00,-1.141501950704e+00,-1.308563664335e+00,-1.308681168698e+00
0.326180257511,1.208525143232e+00,1.208546838684e+00,1.255273233704e+00,1.255277684694e+00,9.516621927809e-02,9.526863230346e-02,-1.156367847503e+00,-1.156325302913e+00,-1.296188383127e+00,-1.296305532597e+00
0.327610872675,1.211812088606e+00,1.211835534002e+00,1.249364249273e+00,1.249372037662e+00,7.613732300915e-02,7.623569736275e-02,-1.170818568615e+00,-1.170774945991e+00,-1.283162805057e+00,-1.283275298757e+00
0.329041487840,1.215074756780e+00,1.215099750619e+00,1.243354820004e+00,1.243365443439e+00,5.709547734432e-02,5.718890317292e-02,-1.184888957560e+00,-1.184846210004e+00,-1.269492953114e+00,-1.269597047079e+00
0.330472103004,1.218313285198e+00,1.218339422601e+00,1.237245778336e+00,1.237258387346e+00,3.804357286395e-02,3.813171234106e-02,-1.198574255174e+00,-1.198534547304e+00,-1.255184734473e+00,-1.255277684694e+00
0.331902718169,1.221527751779e+00,1.221554484506e+00,1.231037844884e+00,1.231051362825e+00,1.898444805234e-02,1.906758936430e-02,-1.211870032646e+00,-1.211835534002e+00,-1.240244072029e+00,-1.240324442476e+00
0.333333333333,1.224718157765e+00,1.224744871392e+00,1.224731596816e+00,1.224744871392e+00,-7.903164525222e-05,1.731912112471e-16,-1.224772214323e+00,-1.224744871392e+00,-1.224677076490e+00,-1.224744871392e+00
0.334763948498,1.227884422394e+00,1.227910518813e+00,1.218327457102e+00,1.218339422601e+00,-1.914389485245e-02,-1.906758936430e-02,-1.237277072295e+00,-1.237258387346e+00,-1.208490231313e+00,-1.208546838684e+00
0.336194563662,1.231026389637e+00,1.231051362825e+00,1.211825706491e+00,1.211835534002e+00,-3.820699698514e-02,-3.813171234106e-02,-1.249381191265e+00,-1.249372037662e+00,-1.191690562047e+00,-1.191738523904e+00
0.337625178827,1.234143845337e+00,1.234167339983e+00,1.205226516969e+00,1.205233731098e+00,-5.726497479623e-02,-5.718890317292e-02,-1.261081406434e+00,-1.261081907367e+00,-1.174285765894e+00,-1.174328414775e+00
